"Offset","Position","Title","Identifier","Array","Access","Type","Reset Value","Reset Mask","Description","Documentation Source","Group","Is Implemented?","RISCV Privilege Level"
"0x7d1",,"Power gate txfma and trans from 2 to 7","msleep_txfma_27","","R/W","register","",,"This register is not implemented.",,"ET_SpecificCSRs","0","machine"
,"[63:0]","Power gate txfma and trans from 2 to 7","msleep_txfma_27","","R/W","configuration","",,"This register is not implemented.",,"ET_SpecificCSRs","0","machine"
"0x7d2",,"Enable some shadow registers in umode (hartid, sleep_txfma...)","menable_shadows","","R/W","register","0x0000000000000000","0xfffffffffffffffe","This register controls the availability of the MHARTID register to U-mode and S-mode.","PRM-0","ET_SpecificCSRs",,"machine"
,"[0]","","menable_shadows","","R/W","configuration","",,"When MENABLE_SHADOWS[0] is clear, attempts to read the HARTID register will cause an illegal instruction exception. When MENABLE_SHADOWS[0] is set, access to HARTID is permitted.",,,,
"0x7d3",,"csr to allow exclusive access for a thread","excl_mode","","R/W","register","0x0000000000000000","0xfffffffffffffffe","Sometimes, it is desirable for a hart to execute alone on the processor core (i.e., with all other harts stopped/paused). This can be achieved through an IPI-based mechanism, but it is slow (see at the end for details). To accelerate this operation the  CSR allows a hart to request exclusive access to the minion (halting the other thread).","PRM-0","ET_SpecificCSRs",,"machine"
,"[0]","","excl_mode","","R/W","configuration","",,"",,,,
"0x7d4",,"controls what instruction using the txfma will trap if sleep_txfma is on","mtxfma_sleep_traps","","R/W","register","",,"This register is not implemented.",,"ET_SpecificCSRs","0","machine"
,"[63:0]","controls what instruction using the txfma will trap if sleep_txfma is on","mtxfma_sleep_traps","","R/W","configuration","",,"This register is not implemented.",,"ET_SpecificCSRs","0","machine"
"0x7d5",,"","mbusaddr","","R/W","register","0x0000000000000000","0xffffff0000000000","","PRM-0","ET_SpecificCSRs",,"machine"
,"[39:0]","Address that caused a dcache bus error","mbusaddr","","R/W","configuration","",,"This 40-bit values stores the address that caused the data cache bus error.",,,,
"0x7d6",,"PC that got a dcache bus error","mbuspc","","R/W","register","",,"This register stores the program counter value when the data cache bus error occurred.",,"ET_SimulationSpecific",,"machine"
,"[63:0]","PC that got a dcache bus error","mbuspc","","R/W","configuration","",,"This register stores the program counter value when the data cache bus error occurred.",,"ET_SimulationSpecific",,"machine"
"0x7e0",,"Supervisory Scratchpad Control","mcache_control","","R/W","register","0x0000000000000000","0xfffffffffffffffc","See PRM-8 for complete details. The mcache_control register is a 64b read/write register. The mcache_control register keeps track of and controls the Minion D-cache current operation state. A restricted view of the mcache_control register appears as ucache_control register in the U-level ISA. This register is encoded as follows:
63:2, Reserved.
1: SCPENABLE. 
0: D1SPLIT. 
These two bits work together as follows to support the following three modes of operation:
1. Shared mode (C0). When D1Split is 0, the L1 dcache is dynamically shared among the two harts of the minion.  In this mode, the value of SCPEnable is ignored.
2. Split mode (C1). When D1Split is 1 and SCPEnable is 0, the L1 dcache is hard-partitioned across the two harts and each hart can only access its own partition. In the first Esperanto implementation, hart0 will have access to sets 0-7 in the cache, while hart1 will have access to sets 14-15 in the cache. Sets 8-13 are inaccessible to either hart.
3. Scratchpad mode (C2). When D1Split is 1 and SCPEnable is 1, the L1 dcache is hard-partitioned across the two harts and each hart can only access its own partition. In the first Esperanto implementation, hart0 will have access to sets 12-13 in the cache, while hart1 will have access to sets 14-15 in the cache. In addition, sets 0-11 are turned into a scratchpad area usable only by hart0 using tensor instructions.","PRM-8, Section 1.1.1.","ET_CacheControl",,"machine"
,"[0]","","D1Split","","R/W","configuration","",,"When D1Split is 0, the L1 dcache is dynamically shared among the two harts of the minion. In this mode, the value of SCPEnable is ignored.",,,,
,"[1]","","SCPEnable","","R/W","configuration","",,"Split Mode: When D1Split is 1 and SCPEnable is 0, the L1 dcache is hard-partitioned across the two harts and each hart can only access its own partition. In the first Esperanto implementation, hart0 will have access to sets 0-7 in the cache, while hart1 will have access to sets 14-15 in the cache. Sets 8-13 are inaccessible to either hart.
Scratchpad Mode: When D1Split is 1 and SCPEnable is 1, the L1 dcache is hard-partitioned across the two harts and each hart can only access its own partition. In the first Esperanto implementation, hart0 will have access to sets 12-13 in the cache, while hart1 will have access to sets 14-15 in the cache. In addition, sets 0-11 are turned into a scratchpad area usable only by hart0 using tensor instructions.",,,,
"0x7f9",,"Evict Set/Way Cache operation","co_evict_sw","","R/W","register","0x0000000000000000","0x73fffffffffc3f30","M-code software can cause the eviction of a particular set-way in the L1 data cache. Using the PA found in cache <L1>[<set>,<way>], hardware writes-back (if needed) the line containing PA from all cache levels between <L1> and <DestLevel-1> to level <DestLevel>. The line containing PA is invalidated in all levels from <L1> through <DestLevel-1>. The operation is repeated as many times as indicated by xs[3:0]+1, linearly increasing the set and wrapping over to the next cache way if set overflows. When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear. If <set>,<way> specifies a line allocated to the scratchpad or a line that is hard-locked, then this operation is a NOP. If <DestLevel> is <L1> then this operation is a NOP.","PRM-8","ET_CacheControl",,"machine"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"This 4-bit field contains the number of lines (minus 1). Maximum value is 0xF.",,,,
,"[7:6]","Way","way","","R/W","configuration","",,"This 2-bit field contains the number of ways. Maximum value is 0x3.",,,,
,"[17:14]","Set","set","","R/W","configuration","",,"This 4-bit field contains the number of sets. Maximum value is 0xF.",,,,
,"[59:58]","Destination Level ","dest_level","","R/W","configuration","",,"The values are as follows: 
00 - L1
01 - L2
10 - L3
11 - MEM",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"",,,,
"0x7fb",,"Flush Set/Way Cache operation","co_flush_sw","","R/W","register","0x0000000000000000","0x73fffffffffc3f30","M-code software can cause the flushing of a particular set-way in the L1 data cache. Using the PA found in cache <L1>[<set>,<way>], hardware writes-through (if needed) the line containing PA from all cache levels between <L1> and <DestLevel-1> to level <DestLevel>. At the end of the operation, levels <L1> through <DestLevel-1> will keep a clean copy of the line containing PA if it was already present.The operation is repeated as many times as indicated by xs[3:0]+1, linearly increasing the set and wrapping over to the next cache way if set overflows. When xs[63] is 1, then the n-th operation is skipped (i.e., the cache line is not operated upon) if the n-th tensor_mask bit is clear.If <set>,<way> specifies a line allocated to the scratchpad, then this operation is a NOP.If <DestLevel> is <L1> then this operation is a NOP.","PRM-8","ET_CacheControl",,"machine"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"Number of Lines (minus 1)",,,,
,"[7:6]","Way","way","","R/W","configuration","",,"Way. This field specifies the way of the L1 cache in C0 mode, ignoring the actual value of mcache_control.",,,,
,"[17:14]","Set","set","","R/W","configuration","",,"Set. This field specifies the set of the L1 cache in C0 mode, ignoring the actual value of mcache_control.",,,,
,"[59:58]","Destination Level ","dest_level","","R/W","configuration","",,"The values are as follows: 
00 - L1. If <DestLevel> is <L1>, then this operation is a NOP.
01 - L2
10 - L3
11 - MEM",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"",,,,
"0x7fd",,"Hard-Lock and Zero particular Set/Way Cache operation","co_lock_sw","","R/W","register","0x0000000000000000","0xfe7fff000000003f","The line at address {xs[39:6],6b0} is zeroed and locked into the L1 at the set derived from the current L1 indexing function, which depends on the value of mcache_control, and the way indicated by  tensxs[56:55]. If the requested set/way specifies a line that has been soft-locked using LockVA (see later), the soft-lock will be ignored (i.e., the line will be still cleared and hard-locked). Implementation: The line is marked as modified in the L1 cache, as is customary with any newly written line.","PRM-8","ET_CacheControl",,"machine"
,"[39:6]","Physical Address","pa","","R/W","configuration","",,"Physical Address. Indicates the physical address in the cache to be locked.",,,,
,"[56:55]","Way","way","","R/W","configuration","",,"Way. Indicates the way in the cache to be locked.",,,,
"0x7ff",,"Unlock Set/Way Cache operation","co_unlock_sw","","R/W","register","0x0000000000000000","0xfe7ffffffffffc3f","The line at the set indicated by set xs[9:6] and way indicated by xs[62:55] is unconditionally unlocked, whether the line was hard- or soft-locked. Applying this operation to a non-locked line does not cause any action.Only the N low-order bits of xs[62:55] are used to encode the cache way, where N is log2 of the associativity of the cache. Fields xs[9:6] and xs[56:55] specify the set and way of the L1 cache in C0 mode, ignoring the actual value of mcache_control. Implementation: Unlocking only removes the locked attribute from the particular set-way. It does not alter its modified state (which was set when the line was locked and zeroed).","PRM-8","ET_CacheControl",,"machine"
,"[9:6]","Set","set","","R/W","configuration","",,"Physical Address. Indicates the physical address in the cache to be unlocked.",,,,
,"[56:55]","Way","way","","R/W","configuration","",,"Way. Indicates the way in the cache to be unlocked.",,,,
"0x800",,"tensor_reduce control","tensor_reduce","","R/W","register","0x0000000000000000","0xc1fffffff0800004","Tensor reductions instructions are the pseudo-instructions encoded as writes to CSR 0x800 (tensor_reduce). These instructions can be used to transfer and operate on tensor data among harts. It is the responsibility of the software to make sure that the appropriate conditions mentioned in PRM-10 are met when using these instructions otherwise the behavior of the system becomes undefined. The instructions covered here are: TensorSend, TensorRecv, TensorReduce, TensorBroadcast.","PRM-10","ET_TensorExtension",,"user"
,"[1:0]","Encoding to determine which Tensor Reduce Op","tensor_op_encoding","","R/W","configuration","",,"See PRM-10 for complete details. For the tensor reduce instruction, this field contains a value of 2'b11.
00 - TensorSend
01 - TensorRecv
10 - TensorBroadcast
11 - TensorReduce",,,,
,"[6:3]","","tree_depth","","R/W","configuration","",,"Tree depth. This field is in the PRM-10 register descriptions, so I added it here. Note that this field overlaps with bits [15:3].",,,,
,"[15:7]","Minion ID","minion_id","","R/W","configuration","",,"This field is not in the PRM-10 register description.",,,,
,"[22:16]","Number of FP regs","num_regs","","R/W","configuration","",,"Number of floating-point registers. The Ax values to be sent are stored in bits [22:16] consecutive floating-point registers starting from the register number specified in bits [61:57], wrapping around to f0 when reaching f31.
The Ay values to be operated on are stored in bits [22:16] consecutive floating-point registers starting from the register number specified in bits [61:57], wrapping around to f0 when reaching f31.
The Az values are stored in bits [22:16] consecutive floating-point registers starting from the register number specified in bits [61:57], wrapping around to f0 when reaching f31.
If bits [22:16] encode a value of 0, then no operation is performed.",,,,
,"[27:24]","Sub-operation to be performed","sub_op","","R/W","configuration","",,"Some pseudo-instructions like TensorRecv/TensorReduce/TensorBroadcast use this field to encode sub-operations to be performed. The TensorReduce pseudo-instruction allows a group of up to 1024 harts, on different Minions (but only hart 0 of the Minion), to communicate values held in floating-point registers to collectively calculate a reduction function A=f(A0,...,An-1). The function to be performed is specified in bits [27:24]. The encoding of this field is as follows:
 
0000 - fadd. The fadd reduction operation uses the rounding mode specified in FRM.
0010 - fmax
0011 - fmin
0100 - iadd
0110 - imax
0111 - imin
1000 - fget

If bits [27:24] encodes ‘fadd’ and frm encodes an invalid rounding mode, an illegal instruction trap is generated, even if bits [22:16] encodes a value of 0.
If bits [27:24] encodes a non-existent function and the Minion is a receiver, then the operation is not performed and tensor_error[9] is set, even if bits [22:16] encodes a value of 0.",,,,
,"[61:57]","Starting FP register","start_reg","","R/W","configuration","",,"Starting floating-point register.",,,,
"0x801",,"tensor_fma control","tensor_fma","","R/W","register","0x0000000000000000","0x7e0007ffffec0c00","TensorFMA instructions are the pseudo-instructions encoded as writes to CSR 0x801 (tensor_fma). Bits [3:1] of the source operand value encodes one of the TensorFMA variants described below. When bits [3:1] do not encode one of the operations listed in this document then an illegal instruction exception trap is raised.","PRM-10","ET_TensorExtension",,"user"
,"[0]","Clear source FP registers before starting operation","set_clear","","R/W","configuration","",,"See PRM-10 for complete details.
TensorFMA32/TensorFMA16A32 - If set to 1 then the source floating-point registers are cleared before starting the operation
TensorIMA8A32 - If set to 0, initial value of TenC is added to the result.",,,,
,"[3:1]","Tensor Type","tensor_type","","R/W","configuration","",,"See PRM-10 for complete details
000 - TensorFMA32
001 - TensorFMA16A32
011 - TensorIMA8A32",,,,
,"[9:4]","Starting L1 scratchpad cache line where matrix A is stored","l1scp_start_line_a","","R/W","configuration","",,"Starting L1 scratchpad cache line where matrix A is stored.",,,,
,"[17:12]","Starting L1 scratchpad cache line where matrix B is stored, ignored when xs[20] =1","l1scp_start_line_b","","R/W","configuration","",,"Starting L1 scratchpad cache line where matrix B is stored, ignored when bit [20] = 1.",,,,
,"[20]","Location of matrix B (0=L1 scratchpad, 1=memory)","loc_b","","R/W","configuration","",,"Location of matrix B
0 = L1 scratchpad
1 = Memory",,,,
,"[46:43]","A matrix starting column (inside the L1 scratchpad line) for the operation divided by SIZE.","a_start_col","","R/W","configuration","",,"A matrix starting column (inside the L1 scratchpad line) for the operation divided by SIZE.",,,,
,"[50:47]","A matrix number of columns divided by SIZE (minus 1)","a_num_cols","","R/W","configuration","",,"A matrix number of columns divided by SIZE (minus 1).
TensorIMA8A32: SIZE = 4
TensorFMA16A32: SIZE = 2
TensorFMA32: SIZE = 1",,,,
,"[54:51]","A matrix number of rows (minus 1)","a_num_rows","","R/W","configuration","",,"A matrix number of rows (minus 1).",,,,
,"[56:55]","B matrix number of columns divided by 4 (minus 1)","b_num_cols","","R/W","configuration","",,"B matrix number of columns divided by 4 (minus 1).",,,,
,"[63]","Use tensor_mask CSR to skip operations in an A row granularity","use_tensor_mask","","R/W","configuration","",,"When this bit is set, use the tensor_mask CSR to skip operations in an A row granularity.",,,,
"0x802",,"convolution size: sets tensor_mask indirectly","tensor_conv_size","","R/W","register","0x0000000000000000","0x00ff000000ff0000","This CSR specifies the number of rows and columns of the 2D array used for convolutions. Additionally, this CSR specifies how many elements (in terms of number of rows and columns) to step over when performing the next memory operation in a TensorLoad/CacheOp-generated sequence of operations. Reading this register returns a value of 0.

When this register is written, the hardware computes a new value for tensor_mask indicating which TensorLoad/CacheOp accesses fall within the 2D array and which outside of it, as shown in tensor_mask CSR.","PRM-10","ET_TensorExtension",,"user"
,"[15:0]","Number of Columns","ncol","","R/W","configuration","",,"Number of columns, interpreted as unsigned integer.",,,,
,"[31:24]","Column Step","scol","","R/W","configuration","",,"Column step, interpreted as signed integer.",,,,
,"[47:32]","Number of Rows","nrow","","R/W","configuration","",,"Number of rows, interpreted as unsigned integer.",,,,
,"[63:56]","Row Step","srow","","R/W","configuration","",,"Row step, interpreted as signed integer.",,,,
"0x803",,"convolution control: sets tensor_mask indirectly","tensor_conv_ctrl","","R/W","register","0x0000000000000000","0xffff0000ffff0000","This CSR encodes the location of a TensorLoad instruction inside a large 2D array, in terms of a starting row number and a starting column number of the array. The array dimensions are specified in the tensor_conv_size CSR. The starting row and column numbers can specify negative offsets to indicate that the TensorLoad is starting outside the 2D array. 
Reading this register returns a value of 0.
When this register is written, the hardware computes a new value for tensor_mask indicating which TensorLoad/CacheOp accesses fall within the 2D array and which outside of it, as shown in tensor_mask CSR.","PRM-10","ET_TensorExtension",,"user"
,"[15:0]","Starting Column","colstart","","R/W","configuration","",,"Interpreted as a signed integer.",,,,
,"[47:32]","Starting Row","rowstart","","R/W","configuration","",,"Interpreted as a signed integer.",,,,
"0x804",,"Cooperation Info used by TensorLoad","tensor_cooperation","","R/W","register","0x0000000000000000","0xfffffffffffffff8","The tensor_coop CSR is used to reduce L2 bandwidth when several harts on different Minions (but only hart 0 of the Minion) in the same neighborhood are requesting the same cache line(s) using TensorLoad instructions. The fields coopneighmask and coopminmask define which hart 0s will participate in the cooperative TensorLoad. Cooperative TensorLoads, from hart 0s specified by the (coopid, coopneighmask, coopminmask) tuple must use the same address, TensorLoad variant, and tensor_mask value, otherwise it depends on the implementation which address/variant will be used for reading from memory, although it is guaranteed to be the address/variant of one of the participating cooperative TensorLoads. 

For the purposes of this operation, address means: Physical address if virtual memory is disabled. A cooperative TensorLoad instruction from a hart specified in the (coopid, coopneighmask, coopminmask) tuple cannot complete until all other harts specified in the same (coopid, coopneighmask, coopminmask) tuple have executed a cooperative TensorLoad instruction. Concurrently executing cooperative TensorLoads with the same coopid inside a neighborhood leads to undefined behavior. This means that inside a shire, multiple TensorLoads with the same coopid can execute concurrently only if their corresponding coopneighmask values do not overlap, otherwise the behavior of the system becomes undefined. If SW wants to re-use a coopid, it must use some external synchronization mechanism to guarantee that the execution of the last TensorLoad with the same coopid has completed across all cooperating harts before executing the new TensorLoad instruction. Note: Look for a separate document called Minion Shire Coop Toad which has some examples of TensorLoad-related thread synchronization cases. Reading the tensor_coop register returns a value of 0.","PRM-10","ET_TensorExtension",,"user"
,"[0]","Neighborhood cooperation mask","coopneighmask","","R/W","configuration","",,"Coopneighmask is a bit mask, where the n-th bit corresponds to the n-th neighborhood in a shire.",,,,
,"[1]","Minion cooperation mask","coopminmask","","R/W","configuration","",,"Coopminmask is a bit mask, where the n-th bit corresponds to the n-th Minion in a neighborhood.",,,,
,"[2]","Cooperation ID","coopid","","R/W","configuration","",,"Coopid is an integer, in the range 0-15, used by hardware to coordinate simultaneous cooperative loads across multiple minions and neighborhoods.",,,,
"0x805",,"Mask info used by TensorLoad ","tensor_mask","","R/W","register","0x0000000000000000","0xffffffffffff0000","The TensorLoad, TensorFMA and CacheOp instructions can operate under the control of the tensor_mask CSR. The tensor_mask CSR contains one bit for each of the destination lines that TensorLoad can potentially write into the scratchpad. The value of the tensor_mask CSR can be set either directly or indirectly by writing into the tensor_conv_size or tensor_conv_ctrl CSRs, which will cause the computation of a mask that will be written into the tensor_mask CSR. See pseudo-code operation in PRM-10.","PRM-10","ET_TensorExtension",,"user"
,"[15:0]","Tensor Mask","tensormask","","R/W","configuration","",,"",,,,
"0x806",,"Quantization pseudo-instruction","tensor_quant","","R/W","register","0x0000000000000000","0xc0001f0000000000","The TensorQuant pseudo-instruction performs a sequence of up to 10 transformations to a matrix A. Each transformation is executed sequentially, starting with the transformation located in position 0 of the list (xs[3:0]) up to position 9 (xs[39:36]). Each transformation writes its result into A. If a transformation has the encoding 0 (LAST), no more transformations will be executed. Transformations that operate on floating-point values use the rounding mode specified in FRM.The A matrix is stored in N=(xs[54:51]+1)*(xs[56:55]+1)/2 consecutive floating-point registers starting from the register number specified in xs[61:57], wrapping around to f0 when reaching f31. There are currently 11 transformation functions, including LAST, encoded. See PRM-10 for more details.  Note that there are 11 transformations in PRM-10, not 10 as listed below.","PRM-10, Section 1.5.1.","ET_TensorExtension",,"user"
,"[3:0]","Transformation 0","transform_0","","R/W","configuration","",,"LAST: Do not perform any more transformations",,,,
,"[7:4]","Transformation 1","transform_1","","R/W","configuration","",,"INT32_TO_FP32: Convert all elements of A from INT32 to FP32.",,,,
,"[11:8]","Transformation 2","transform_2","","R/W","configuration","",,"FP32_TO_INT32: Convert all elements of A from FP32 to INT32.",,,,
,"[15:12]","Transformation 3","transform_3","","R/W","configuration","",,"RELU: Convert all negative INT32 values in A to 0",,,,
,"[19:16]","Transformation 4","transform_4","","R/W","configuration","",,"INT32_ADD_ROW: Read a vector of sixteen INT32 values from the L1 scratchpad, and add the first N elements to every row of the INT32 matrix A, where N is the number of columns of A.",,,,
,"[23:20]","Transformation 5","transform_5","","R/W","configuration","",,"INT32_ADD_COL: Read a vector of sixteen INT32 values from the L1 scratchpad, and add the first N elements to every column of the INT32 matrix A, where N is the number of rows of A.",,,,
,"[27:24]","Transformation 6","transform_6","","R/W","configuration","",,"FP32_MUL_ROW: Read a vector of sixteen FP32 values from the L1 scratchpad, and multiply the first N elements with every row of the FP32 matrix A, where N is the number of columns of A.",,,,
,"[31:28]","Transformation 7","transform_7","","R/W","configuration","",,"FP32_MUL_COL: Read a vector of sixteen FP32 values from the L1 scratchpad, and multiply the first N elements with every column of the FP32 matrix A, where N is the number of rows of A.",,,,
,"[35:32]","Transformation 8","transform_8","","R/W","configuration","",,"SATINT8: Clamp all elements of A from INT32 to the range [-128, 127]. The values are stored in the low-order byte of each element.",,,,
,"[39:36]","Transformation 9","transform_9","","R/W","configuration","",,"SATUINT8: Clamp all elements of A from INT32 to the range [0, 255]. The values are stored in the low-order byte of each element.",,,,
,"[50:45]","L1 scratchpad cache line where the first vector is stored","l1scp_start_line","","R/W","configuration","",,"L1 scratchpad cache line where the first vector is stored",,,,
,"[54:51]","A matrix number of rows (minus 1)","a_matrix_num_rows","","R/W","configuration","",,"A matrix number of rows (minus 1)",,,,
,"[56:55]","A matrix number of columns divided by 4 (minus 1)","a_matrix_num_cols","","R/W","configuration","",,"A matrix number of columns divided by 4 (minus 1)",,,,
,"[61:57]","Start register","start_reg","","R/W","configuration","",,"",,,,
"0x807",,"","tex_send","","R/W","register","",,"Technically, this belongs to the Esperanto Texturization Extension. However, it is currently using offsets in Tensor Extension.","PRM-14","ET_TensorExtension",,"user"
,"[63:0]","","tex_send","","R/W","configuration","",,"Technically, this belongs to the Esperanto Texturization Extension. However, it is currently using offsets in Tensor Extension.","PRM-14","ET_TensorExtension",,"user"
"0x808",,"","tensor_error","","R/W","register","0x0000000000000000","0xfffffffffffffc05","The tensor_error register records miscellaneous error conditions occurred during the execution of tensor pseudo-instructions and cache management operations. When the execution of a tensor or cache management instruction generates a synchronous fault, the tensor_error register is updated with the fault condition and no trap is generated. Asynchronous faults (i.e., a bus errors) generated by tensor or cache management instructions are not captured in tensor_error and are not suppressed. The various fault bits in tensor_error register are never cleared by the hardware (i.e., the bits are sticky). It is the responsibility of the software to clear tensor_error. The value of tensor_error is guaranteed to be up-to-date only after executing a TensorWait instruction. Software is expected to, at least periodically, read the value of tensor_error to check for problems found during the execution of such instructions.","PRM-10, Section 1.1.5.","ET_TensorExtension",,"user"
,"[1]","TensorLoad configured with wrong transform field","wrong_tload_txform","","R/W0C","configuration","",,"TensorLoad configured with wrong transform field.",,,,
,"[3]","Fast Credit Counter Overflow","fcc_overflow","","R/W0C","configuration","",,"Fast Credit Counter Overflow.",,,,
,"[4]","L1 scratchpad disabled when operation requires it","l1_scp_disabled","","R/W0C","configuration","",,"L1 scratchpad disabled when operation requires it.",,,,
,"[5]","LockSW failed","lock_sw_failed","","R/W0C","configuration","",,"LockSW failed.",,,,
,"[6]","Invalid combination of TensorStore cooperation and size","ill_tb_tfma_pair","","R/W0C","configuration","",,"Invalid combination of TensorStore cooperation and size.",,,,
,"[7]","Tensor Load/Store or Cache-op generated Memory Fault","mem_fault","","R/W0C","configuration","",,"Tensor Load/Store or Cache-op generated Memory Fault.",,,,
,"[8]","Illegal tensor send/recv partner or illegal reduction operation specified","inv_comb_store_size","","R/W0C","configuration","",,"Illegal tensor send/recv partner or illegal reduction operation specified.",,,,
,"[9]","illegal_tensor_send_rcv","illegal_tensor_send_rcv","","R/W0C","configuration","",,"illegal_tensor_send_rcv.",,,,
"0x810",,"Scratchpad Control for DCache","ucache_control","","R/W","register","0x0000000000000200","0xffffffffffffffe0","User-level software, executing on thread 0 of a Minion core, can set the SCPEnable bit using the ucache_control CSR, which is an alias of the mcache_control register that only allows changing SCPEnable. Note that writes to SCPEnable while D1Split is zero or from thread 1 of a Minion core are ignored, and do not change the cache configuration. User-level software, from both threads of a Minion core, is also allowed to set the CacheOp control fields of ucache_control.",,"ET_CacheControl",,"user"
,"[0]","","D1Split","","R","status","",,"Read-only shadow of mcache_control[0]",,,,
,"[1]","","SCPEnable","","R/W","configuration","",,"Shadow of mcache_control[1]. Writeable by thread 0 when D1Split equals 1",,,,
,"[4:2]","","CacheOp_RepRate","","R/W","configuration","",,"CacheOp_RepRate is a 3 bit field that encodes the repeat rate at which the above cache operations can inject requests into the system. The 3 bit field encodes the log2 of the number of cycles to be inserted in between requests. Thus a value of 6 would represent that the cache op engine would wait 64 cycles before injecting the next cache op request into the system. A value of 0 indicates no delay and should be used for maximum throughput on the above operations.",,,,
,"[10:6]","","CacheOp_Max","","R/W","configuration","8",,"CacheOp_Max is a 5 bit field that encodes the number of outstanding requests that the above instructions may issue from a given minion. Encoding 0 indicates no limit. Other values, from 1 to 31, encode the maximum number of requests injected into the L2/L3",,,,
"0x81f",,"user level prefetch cache operation","co_prefetch_va","","R/W","register","0x0000000000000000","0x73ff000000000030","User-level software can prefetch a particular address from memory with this Cache op pseudo-instruction.","PRM-8","ET_CacheControl",,"user"
,"[3:0]","Number of Lines (minus 1)","num_lines","","R/W","configuration","",,"This field stores the number of lines (minus 1). Maximum value is 15",,,,
,"[47:6]","Virtual Address[47:6]","va","","R/W","configuration","",,"This field stores bits 47:6 of the virtual address",,,,
,"[59:58]","Destination Level","dest_level","","R/W","configuration","",,"The values are as follows: 
00 - L1
01 - L2
10 - L3
11 - MEM",,,,
,"[63]","Use the tensor_mask CSR","use_tensor_mask","","R/W","configuration","",,"",,,,
"0x820",,"Fast Local Barrier","flb","","R/W","register","0x0000000000000000","0xffffffffffffe000","The FLBarrier pseudo-instruction allows one minion to join one of the 32 barriers. The instruction atomically increments the barrier counter specified in xs[4:0]. After incrementing, the barrier counter is compared to the value xs[12:5]+1. On match, xd is set to 1 and the barrier counter is reset to zero. Otherwise, xd is set to 0. Notice that if software erroneously provides an xs[12:5] value smaller than the current value in the barrier counter, the atomic increment will still unconditionally happen and xd will be set to 0.",,"ET_FastLocalBarrier",,"user"
,"[4:0]","Barrier Number","barrier_number","","R/W","configuration","",,"Barrier number.",,,,
,"[12:5]","Match Value - 1","match_value","","R/W","configuration","",,"Match value.",,,,
"0x821",,"Fast Credit Counter","fcc","","R/W","register","0x0000000000000000","0xfffffffffffffffe","Writing this register will block if the selected credit counter value is zero, until a credit or an interrupt is received. If the selected counter value is larger than zero, then it atomically decrements by one. Note that accesses that do not write the register, such as CSRRS/CSRRC with x0, or CSRSSI/CSRRCI with 0, do not block nor decrement the counter.",,"ET_FastCreditCounter",,"user"
,"[0]","Selected Credit Counter Index","counter_index","","R/W","configuration","",,"",,,,
"0x822",,"Stall CSR (wait for redirect)","stall","","R/W","register","",,"When read, this u-mode CSR stalls the hart, similarly to issuing a WFI in m-mode. If an interrupt is delivered to the core, caused by writing the IPI_REDIRECT_TRIGGER ESR with a bit corresponding to the hart set, and the IPI_REDIRECT_FILTER ESR has the bit corresponding to the hart set, and the hart was in U-mode, then the hart will vector to the location configured in the IPI_REDIRECT_PC ESR. If the hart was not stalled on the STALL CSR or the hart is not in u-mode, then the hart will trap with cause 0x10. Reading this register returns a 0x0 value.","PRM-0, Section 16.6.","ET_SpecificCSRs",,"user"
,"[63:0]","Stall CSR (wait for redirect)","stall","","R/W","configuration","",,"When read, this u-mode CSR stalls the hart, similarly to issuing a WFI in m-mode. If an interrupt is delivered to the core, caused by writing the IPI_REDIRECT_TRIGGER ESR with a bit corresponding to the hart set, and the IPI_REDIRECT_FILTER ESR has the bit corresponding to the hart set, and the hart was in U-mode, then the hart will vector to the location configured in the IPI_REDIRECT_PC ESR. If the hart was not stalled on the STALL CSR or the hart is not in u-mode, then the hart will trap with cause 0x10. Reading this register returns a 0x0 value.","PRM-0, Section 16.6.","ET_SpecificCSRs",,"user"
"0x830",,"","tensor_wait","","R/W","register","0x0000000000000000","0xfffffffffffffff0","Due to the high concurrency offered by the different Esperanto Tensor instructions, it is sometimes necessary for software to wait for a previously issued tensor instruction (or cacheop) before proceeding. To this end, the TensorWait CSR register is provided. The full table of event ID(s) is available in PRM-10. To wait for the completion of an L1 prefetch instruction, Software must execute a TensorWait with ID = 6, followed by a FENCE instruction. At most one event can be waited-for concurrently. Software uses any of the CSR write instructions to write the ID into the TensorWait CSR. If specified event is still in progress, then the write blocks until the event finishes (or an interrupt occurs). Otherwise it behaves like a NOP. Returns value 0 in 'xd'.","PRM-10","ET_TensorExtension",,"user"
